trait,exp,vis,vrank,null,negp,pip,hit,q,top
Platelet count,IMMUNE,-0.6045764,1,0.3050314465408805,59,0.4099183537408824,1,Q1,0
Platelet count,IMMUNE,-0.30457976,5,0.3050314465408805,57,0.0563272522730023,0,Q2,0
Platelet count,IMMUNE,0.19240561,8,0.3050314465408805,55,1.0,0,Q3,0
Platelet count,IMMUNE,-0.51808935,1,0.3050314465408805,55,1.0,1,Q1,0
Platelet count,IMMUNE,-0.436105,2,0.3050314465408805,54,0.6931778357034601,0,Q2,0
Platelet count,IMMUNE,-0.58966404,1,0.3050314465408805,54,0.9829672298181892,1,Q1,0
Platelet count,IMMUNE,-0.46390048,2,0.3050314465408805,54,1.0,0,Q2,0
Platelet count,IMMUNE,0.35247853,9,0.3050314465408805,53,0.3820782444896917,0,Q3,0
Platelet count,IMMUNE,-0.28533152,2,0.3050314465408805,51,0.9933787770655114,0,Q2,0
Platelet count,IMMUNE,0.96507376,3,0.3050314465408805,51,0.6652703375452965,0,Q4,1
Platelet count,IMMUNE,-0.033073224,1,0.3050314465408805,50,0.0549268915721251,1,Q3,0
Platelet count,IMMUNE,-0.6362274,1,0.3050314465408805,48,0.5822080136364474,1,Q1,0
Platelet count,IMMUNE,15.161629,7,0.3050314465408805,48,0.4820588360982603,0,Q4,1
Platelet count,IMMUNE,0.97563297,7,0.3050314465408805,48,0.2711500069961016,0,Q4,1
Platelet count,IMMUNE,2.6043983,8,0.3050314465408805,47,0.5724662706925857,0,Q4,1
Platelet count,IMMUNE,-0.6702862,1,0.3050314465408805,47,0.3765483610094709,1,Q1,0
Platelet count,IMMUNE,0.1488044,4,0.3050314465408805,46,0.4177689658485684,0,Q3,0
Platelet count,IMMUNE,-0.1856983,1,0.3050314465408805,46,0.8190807184547649,1,Q3,0
Platelet count,IMMUNE,-0.0018552341,3,0.3050314465408805,43,0.6369508423810454,0,Q3,0
Platelet count,IMMUNE,-0.43539894,4,0.3050314465408805,43,0.6359522723986432,0,Q2,0
Platelet count,IMMUNE,0.8433693,1,0.3050314465408805,43,0.3325428823329992,1,Q4,0
Platelet count,IMMUNE,0.12430608,8,0.3050314465408805,41,0.1902010838986467,0,Q3,0
Platelet count,IMMUNE,-0.47810188,1,0.3050314465408805,41,0.2823729765393655,1,Q1,0
Platelet count,IMMUNE,-0.33496076,1,0.3050314465408805,40,0.0845637428123983,1,Q2,0
Platelet count,IMMUNE,-0.6890035,1,0.3050314465408805,39,0.4420225724227446,1,Q1,0
Platelet count,IMMUNE,11.890681,1,0.3050314465408805,39,0.9574347332000674,1,Q4,1
Platelet count,IMMUNE,-0.49917006,2,0.3050314465408805,38,1.0,0,Q1,0
Platelet count,IMMUNE,0.99805766,9,0.3050314465408805,38,0.44918658989503,0,Q4,1
Platelet count,IMMUNE,0.50258976,1,0.3050314465408805,38,0.3910747689953325,1,Q4,0
Platelet count,IMMUNE,0.40699756,3,0.3050314465408805,38,0.3368697767627715,0,Q4,0
Platelet count,IMMUNE,1.6616694,8,0.3050314465408805,37,0.4430627439666712,0,Q4,1
Platelet count,IMMUNE,-0.039360616,6,0.3050314465408805,37,1.0,0,Q3,0
Platelet count,IMMUNE,0.46700227,11,0.3050314465408805,37,1.0,0,Q4,0
Platelet count,IMMUNE,1.3155676,1,0.3050314465408805,36,0.1991308260673304,1,Q4,1
Platelet count,IMMUNE,-0.48650324,1,0.3050314465408805,36,0.267382624212608,1,Q1,0
Platelet count,IMMUNE,-0.46030813,1,0.3050314465408805,36,0.1894715485402388,1,Q2,0
Platelet count,IMMUNE,0.9636035,11,0.3050314465408805,36,0.8752085150920693,0,Q4,0
Platelet count,IMMUNE,2.243327,6,0.3050314465408805,36,0.919170357148852,0,Q4,1
Platelet count,IMMUNE,-0.3578825,1,0.3050314465408805,35,0.2870101723454679,1,Q2,0
Platelet count,IMMUNE,8.951907,1,0.3050314465408805,35,0.4127504498636413,1,Q4,1
Platelet count,IMMUNE,-0.34952223,4,0.3050314465408805,34,0.0847372548001672,0,Q2,0
Platelet count,IMMUNE,-0.38965654,1,0.3050314465408805,33,0.1409848480948809,1,Q2,0
Platelet count,IMMUNE,-0.31005785,5,0.3050314465408805,32,0.2383034125904212,0,Q2,0
Platelet count,IMMUNE,-0.077253036,6,0.3050314465408805,32,0.3113682236993104,0,Q3,0
Platelet count,IMMUNE,2.621655,10,0.3050314465408805,32,0.5035731301468539,0,Q4,1
Platelet count,IMMUNE,-0.529068,1,0.3050314465408805,32,0.2221855803430144,1,Q1,0
Platelet count,IMMUNE,-0.61979294,2,0.3050314465408805,32,0.4614034448218701,0,Q1,0
Platelet count,IMMUNE,5.170776,1,0.3050314465408805,31,1.0,1,Q4,1
Platelet count,IMMUNE,0.48576167,4,0.3050314465408805,31,0.9532157642800014,0,Q4,0
Platelet count,IMMUNE,2.643727,11,0.3050314465408805,31,0.9062475428301152,0,Q4,1
Platelet count,IMMUNE,-0.28542924,9,0.3050314465408805,31,0.0560237396105219,0,Q2,0
Platelet count,IMMUNE,-0.40287462,2,0.3050314465408805,31,0.0650610777547505,0,Q2,0
Platelet count,IMMUNE,-0.5665356,1,0.3050314465408805,30,0.024191656775754,1,Q1,0
Platelet count,IMMUNE,-0.40418032,1,0.3050314465408805,30,0.1465655710611106,1,Q2,0
Platelet count,IMMUNE,-0.5152486,1,0.3050314465408805,30,0.2006994475176133,1,Q1,0
Platelet count,IMMUNE,0.33659506,9,0.3050314465408805,30,0.3596166581921503,0,Q3,0
Platelet count,IMMUNE,-0.18734297,3,0.3050314465408805,29,0.4416984780515816,0,Q3,0
Platelet count,IMMUNE,0.06312724,9,0.3050314465408805,29,1.0,0,Q3,0
Platelet count,IMMUNE,-0.30559805,1,0.3050314465408805,29,0.3540407957505307,1,Q2,0
Platelet count,IMMUNE,-0.01619483,8,0.3050314465408805,28,0.1481321993099998,0,Q3,0
Platelet count,IMMUNE,-0.46265844,3,0.3050314465408805,28,0.1535634524223043,0,Q2,0
Platelet count,IMMUNE,0.6862173,1,0.3050314465408805,28,0.1701448001405993,1,Q4,0
Platelet count,IMMUNE,-0.41760847,3,0.3050314465408805,28,0.1836814357535727,0,Q2,0
Platelet count,IMMUNE,-0.4993114,2,0.3050314465408805,28,0.0830959772086358,0,Q1,0
Platelet count,IMMUNE,-0.5859196,1,0.3050314465408805,28,0.7085359558855063,1,Q1,0
Platelet count,IMMUNE,-0.28914833,2,0.3050314465408805,28,0.2627302209221148,0,Q2,0
Platelet count,IMMUNE,1.076346,3,0.3050314465408805,27,0.2756346299137459,0,Q4,1
Platelet count,IMMUNE,-0.58699906,1,0.3050314465408805,27,0.3755584947252569,1,Q1,0
Platelet count,IMMUNE,0.021216817,2,0.3050314465408805,27,0.3408912856497991,0,Q3,0
Platelet count,IMMUNE,0.79156893,9,0.3050314465408805,27,0.0114965940890289,0,Q4,0
Platelet count,IMMUNE,0.030960232,5,0.3050314465408805,27,0.7075024782381721,0,Q3,0
Platelet count,IMMUNE,-0.08335576,1,0.3050314465408805,27,0.3671062173151686,1,Q3,0
Platelet count,IMMUNE,-0.099622026,2,0.3050314465408805,27,1.0,0,Q3,0
Platelet count,IMMUNE,-0.4949828,1,0.3050314465408805,27,0.3329714771646016,1,Q1,0
Platelet count,IMMUNE,-0.32601252,2,0.3050314465408805,27,0.0952045814706385,0,Q2,0
Platelet count,IMMUNE,-0.4908837,2,0.3050314465408805,27,0.3460359536826621,0,Q1,0
Platelet count,IMMUNE,5.0318227,1,0.3050314465408805,26,0.9998325223805448,1,Q4,1
Platelet count,IMMUNE,-0.47713995,3,0.3050314465408805,26,0.1179719568917707,0,Q1,0
Platelet count,IMMUNE,0.7171834,6,0.3050314465408805,26,0.3179448745788243,0,Q4,0
Platelet count,IMMUNE,0.36061174,7,0.3050314465408805,26,0.1631587870664659,0,Q3,0
Platelet count,IMMUNE,-0.17520759,2,0.3050314465408805,26,0.4435753930316687,0,Q3,0
Platelet count,IMMUNE,0.19010226,10,0.3050314465408805,25,0.6578926250799453,0,Q3,0
Platelet count,IMMUNE,-0.52511024,1,0.3050314465408805,25,0.4388077468611912,1,Q1,0
Platelet count,IMMUNE,2.5851996,11,0.3050314465408805,25,0.9981924492854556,0,Q4,1
Platelet count,IMMUNE,1.8135375,3,0.3050314465408805,25,0.3876140802136267,0,Q4,1
Platelet count,IMMUNE,-0.4057105,1,0.3050314465408805,25,0.0203390190605006,1,Q2,0
Platelet count,IMMUNE,-0.45524868,3,0.3050314465408805,25,0.6484396144321107,0,Q2,0
Platelet count,IMMUNE,-0.39601395,1,0.3050314465408805,25,0.0287874212821979,1,Q2,0
Platelet count,IMMUNE,7.214302,1,0.3050314465408805,25,0.0378050076855187,1,Q4,1
Platelet count,IMMUNE,-0.20070837,2,0.3050314465408805,24,0.9993596727415374,0,Q3,0
Platelet count,IMMUNE,-0.39340597,5,0.3050314465408805,24,0.2270307409700271,0,Q2,0
Platelet count,IMMUNE,0.12185333,2,0.3050314465408805,24,0.60680474455734,0,Q3,0
Platelet count,IMMUNE,-0.6094986,1,0.3050314465408805,24,0.1622147820512554,1,Q1,0
Platelet count,IMMUNE,-0.2129266,3,0.3050314465408805,23,1.0,0,Q3,0
Platelet count,IMMUNE,0.006272143,5,0.3050314465408805,23,1.0,0,Q3,0
Platelet count,IMMUNE,13.596973,4,0.3050314465408805,23,1.0,0,Q4,1
Platelet count,IMMUNE,4.986366,6,0.3050314465408805,23,1.0,0,Q4,1
Platelet count,IMMUNE,0.8589113,2,0.3050314465408805,23,1.0,0,Q4,0
Platelet count,IMMUNE,-0.6241004,1,0.3050314465408805,23,0.126267503401928,1,Q1,0
Platelet count,IMMUNE,2.042946,1,0.3050314465408805,23,0.3458398028102969,1,Q4,1
Platelet count,IMMUNE,3.757936,6,0.3050314465408805,22,0.671173392558174,0,Q4,1
Atrial fibrillation,HEART,-0.23424323,2,0.08490566037735849,305,0.4943283134808373,0,Q2,0
Atrial fibrillation,HEART,2.267079,1,0.08490566037735849,258,0.871374794264839,1,Q4,1
Atrial fibrillation,HEART,0.5186976,2,0.08490566037735849,212,0.9999796326234436,0,Q4,1
Atrial fibrillation,HEART,1.1056484,2,0.08490566037735849,187,0.8606748681165425,0,Q4,1
Atrial fibrillation,HEART,0.80354273,7,0.08490566037735849,163,0.9995795040846698,0,Q4,1
Atrial fibrillation,HEART,-0.22415245,3,0.08490566037735849,141,0.439842430921295,0,Q3,0
Atrial fibrillation,HEART,-0.3322845,2,0.08490566037735849,134,0.838933112071133,0,Q2,0
Atrial fibrillation,HEART,2.2521753,2,0.08490566037735849,109,0.3574926097685902,0,Q4,1
Atrial fibrillation,HEART,1.3790148,3,0.08490566037735849,107,0.8661659790742621,0,Q4,1
Atrial fibrillation,HEART,3.2082932,2,0.08490566037735849,98,1.0,0,Q4,1
Atrial fibrillation,HEART,1.2595743,1,0.08490566037735849,96,0.8964299857764897,1,Q4,1
Atrial fibrillation,HEART,-0.5505372,9,0.08490566037735849,92,0.577209069389446,0,Q1,0
Atrial fibrillation,HEART,0.8687915,7,0.08490566037735849,91,0.455158784020507,0,Q4,1
Atrial fibrillation,HEART,-0.5621174,4,0.08490566037735849,84,0.6089089841951129,0,Q1,0
Atrial fibrillation,HEART,-0.6462151,9,0.08490566037735849,77,1.0,0,Q1,0
Atrial fibrillation,HEART,-0.16517727,4,0.08490566037735849,68,0.8197296538148671,0,Q3,0
Atrial fibrillation,HEART,1.2178005,1,0.08490566037735849,67,0.9999999948150162,1,Q4,1
Atrial fibrillation,HEART,0.17699498,7,0.08490566037735849,66,0.8166968927908601,0,Q3,0
Atrial fibrillation,HEART,-0.5714508,10,0.08490566037735849,66,0.1634535626982345,0,Q1,0
Atrial fibrillation,HEART,-0.42333984,3,0.08490566037735849,61,0.8570076752229265,0,Q2,0
Atrial fibrillation,HEART,-0.5142078,11,0.08490566037735849,59,0.9999999999986546,0,Q1,0
Atrial fibrillation,HEART,-0.1284994,6,0.08490566037735849,56,1.0,0,Q3,0
Atrial fibrillation,HEART,-0.6244572,8,0.08490566037735849,56,0.3841440773646626,0,Q1,0
Atrial fibrillation,HEART,-0.587852,8,0.08490566037735849,55,0.0404343036012882,0,Q1,0
Atrial fibrillation,HEART,-0.52976096,8,0.08490566037735849,55,0.4272553721642528,0,Q1,0
Atrial fibrillation,HEART,-0.30498895,2,0.08490566037735849,53,0.9999999999999848,0,Q2,0
Atrial fibrillation,HEART,-0.4512319,9,0.08490566037735849,52,0.4089595705575965,0,Q2,0
Atrial fibrillation,HEART,3.8795767,6,0.08490566037735849,52,0.9231805387082264,0,Q4,1
Atrial fibrillation,HEART,-0.6141513,5,0.08490566037735849,51,0.3796699435173866,0,Q1,0
Atrial fibrillation,HEART,0.29204568,8,0.08490566037735849,50,0.1683370898587291,0,Q3,0
Atrial fibrillation,HEART,2.9459858,1,0.08490566037735849,49,0.7200509508444587,1,Q4,1
Atrial fibrillation,HEART,1.4559677,4,0.08490566037735849,48,0.4399042727423192,0,Q4,1
Atrial fibrillation,HEART,5.7323437,1,0.08490566037735849,46,0.999999999966328,1,Q4,1
Atrial fibrillation,HEART,0.14961846,5,0.08490566037735849,46,0.0811791942239217,0,Q3,0
Atrial fibrillation,HEART,-0.70302975,5,0.08490566037735849,46,0.3707004544979854,0,Q1,0
Atrial fibrillation,HEART,-0.58386475,3,0.08490566037735849,44,0.1447154767083406,0,Q1,0
Atrial fibrillation,HEART,0.75039405,6,0.08490566037735849,43,0.3051846092710363,0,Q4,1
Atrial fibrillation,HEART,0.6235986,10,0.08490566037735849,42,0.6604936068283632,0,Q4,1
Atrial fibrillation,HEART,-0.441109,10,0.08490566037735849,42,0.5098557065340797,0,Q2,0
Atrial fibrillation,HEART,-0.2328525,7,0.08490566037735849,42,0.6564162818462284,0,Q3,0
Atrial fibrillation,HEART,-0.33251876,2,0.08490566037735849,41,0.9816711631061594,0,Q2,0
Atrial fibrillation,HEART,-0.33643645,10,0.08490566037735849,41,0.585502429022216,0,Q2,0
Atrial fibrillation,HEART,0.040527828,4,0.08490566037735849,40,0.8991951788790592,0,Q3,0
Atrial fibrillation,HEART,0.4629026,1,0.08490566037735849,40,0.5881211566515798,1,Q4,1
Atrial fibrillation,HEART,0.3633873,4,0.08490566037735849,39,0.671688027671748,0,Q3,0
Atrial fibrillation,HEART,1.1530008,10,0.08490566037735849,39,1.0,0,Q4,1
Atrial fibrillation,HEART,-0.58634144,10,0.08490566037735849,38,0.0666722473486248,0,Q1,0
Atrial fibrillation,HEART,-0.31175125,7,0.08490566037735849,38,0.1116217321848903,0,Q2,0
Atrial fibrillation,HEART,-0.4595443,10,0.08490566037735849,36,0.4723826818627598,0,Q2,0
Atrial fibrillation,HEART,-0.6005843,7,0.08490566037735849,36,0.8836886026763542,0,Q1,0
Atrial fibrillation,HEART,-0.3951758,4,0.08490566037735849,36,0.7399553935201261,0,Q2,0
Atrial fibrillation,HEART,-0.48697495,2,0.08490566037735849,35,0.0068508109719764,0,Q1,0
Atrial fibrillation,HEART,-0.60236984,9,0.08490566037735849,34,0.9797695614556337,0,Q1,0
Atrial fibrillation,HEART,-0.13565072,5,0.08490566037735849,34,0.0458617654006658,0,Q3,0
Atrial fibrillation,HEART,-0.6687585,8,0.08490566037735849,34,0.0117860216679051,0,Q1,0
Atrial fibrillation,HEART,1.5353106,1,0.08490566037735849,33,0.9163252080028602,1,Q4,1
Atrial fibrillation,HEART,-0.59216094,9,0.08490566037735849,32,0.9999984181138842,0,Q1,0
Atrial fibrillation,HEART,-0.03790148,3,0.08490566037735849,32,0.4483596835178626,0,Q3,0
Atrial fibrillation,HEART,0.8199799,1,0.08490566037735849,31,0.4221143702756469,1,Q4,1
Atrial fibrillation,HEART,-0.538008,8,0.08490566037735849,31,1.0,0,Q1,0
Atrial fibrillation,HEART,-0.62082356,10,0.08490566037735849,31,1.0,0,Q1,0
Atrial fibrillation,HEART,-0.4327115,9,0.08490566037735849,31,0.0695811441470549,0,Q2,0
Atrial fibrillation,HEART,-0.6307591,9,0.08490566037735849,30,0.7048694810468981,0,Q1,0
Atrial fibrillation,HEART,1.6149833,5,0.08490566037735849,30,1.0,0,Q4,1
Atrial fibrillation,HEART,-0.31218436,6,0.08490566037735849,30,1.0,0,Q2,0
Atrial fibrillation,HEART,-0.49060172,7,0.08490566037735849,29,0.1197466143689395,0,Q1,0
Atrial fibrillation,HEART,0.170664,7,0.08490566037735849,29,0.3048825334106855,0,Q3,0
Atrial fibrillation,HEART,-0.57836515,2,0.08490566037735849,28,0.3466208188491207,0,Q1,0
Atrial fibrillation,HEART,-0.36289942,7,0.08490566037735849,28,0.3386414423765635,0,Q2,0
Atrial fibrillation,HEART,-0.25218442,10,0.08490566037735849,28,0.939898099579034,0,Q2,0
Atrial fibrillation,HEART,3.0099444,1,0.08490566037735849,27,0.3138278317041943,1,Q4,1
Atrial fibrillation,HEART,-0.50956804,11,0.08490566037735849,27,0.3421063258656928,0,Q1,0
Atrial fibrillation,HEART,-0.061231792,8,0.08490566037735849,27,0.5445642411501134,0,Q3,0
Atrial fibrillation,HEART,-0.20283453,3,0.08490566037735849,27,0.9866582798333042,0,Q3,0
Atrial fibrillation,HEART,-0.5627655,6,0.08490566037735849,26,0.386657395686465,0,Q1,0
Atrial fibrillation,HEART,0.017131763,11,0.08490566037735849,26,0.655864475777187,0,Q3,0
Atrial fibrillation,HEART,0.76949,3,0.08490566037735849,26,0.0783550357283054,0,Q4,1
Atrial fibrillation,HEART,-0.37983912,4,0.08490566037735849,25,0.4152176401825292,0,Q2,0
Atrial fibrillation,HEART,1.0596701,1,0.08490566037735849,25,0.098375130557186,1,Q4,1
Atrial fibrillation,HEART,-0.5795626,11,0.08490566037735849,25,0.8774065590707085,0,Q1,0
Atrial fibrillation,HEART,-0.45560682,7,0.08490566037735849,25,0.0414182225822099,0,Q2,0
Atrial fibrillation,HEART,-0.51640797,7,0.08490566037735849,24,0.0627868667476969,0,Q1,0
Atrial fibrillation,HEART,-0.25699592,10,0.08490566037735849,24,0.9985034328986604,0,Q2,0
Atrial fibrillation,HEART,-0.41193017,6,0.08490566037735849,24,1.0,0,Q2,0
Atrial fibrillation,HEART,-0.4813355,11,0.08490566037735849,23,0.4857634587378552,0,Q1,0
Atrial fibrillation,HEART,-0.10346738,6,0.08490566037735849,23,0.4939814606860281,0,Q3,0
Atrial fibrillation,HEART,-0.5365681,9,0.08490566037735849,23,0.0507421756806302,0,Q1,0
Atrial fibrillation,HEART,-0.19894953,10,0.08490566037735849,23,0.1133378122617527,0,Q3,0
Atrial fibrillation,HEART,-0.6065245,7,0.08490566037735849,23,0.0639015882338596,0,Q1,0
Atrial fibrillation,HEART,1.0504012,1,0.08490566037735849,23,0.2626130041871706,1,Q4,1
Atrial fibrillation,HEART,-0.14456935,11,0.08490566037735849,22,0.0571165465368054,0,Q3,0
Atrial fibrillation,HEART,-0.6314569,8,0.08490566037735849,22,0.0059094830078245,0,Q1,0
Atrial fibrillation,HEART,3.2741556,11,0.08490566037735849,22,0.3071483263681939,0,Q4,1
Atrial fibrillation,HEART,-0.38130566,5,0.08490566037735849,22,0.1957466216770463,0,Q2,0
Atrial fibrillation,HEART,0.41279498,7,0.08490566037735849,22,0.1496486533447741,0,Q4,0
Atrial fibrillation,HEART,1.3975544,10,0.08490566037735849,22,0.9959744917199852,0,Q4,1
Atrial fibrillation,HEART,-0.05991279,9,0.08490566037735849,22,0.4660694844748617,0,Q3,0
Atrial fibrillation,HEART,-0.50707537,9,0.08490566037735849,22,0.2674306047105246,0,Q1,0
Atrial fibrillation,HEART,-0.18084724,11,0.08490566037735849,22,0.3350828764086368,0,Q3,0
Atrial fibrillation,HEART,-0.139506,7,0.08490566037735849,21,0.0606272951475841,0,Q3,0
Atrial fibrillation,HEART,0.3675258,1,0.08490566037735849,21,0.3024720029139839,1,Q3,0
Atrial fibrillation,HEART,-0.27221042,7,0.08490566037735849,20,0.998072095201047,0,Q2,0
Atrial fibrillation,HEART,-0.36368805,10,0.08490566037735849,20,0.7367883795691982,0,Q2,0
Atrial fibrillation,HEART,-0.51239115,3,0.08490566037735849,20,0.6696247780435888,0,Q1,0
Atrial fibrillation,HEART,-0.43780458,3,0.08490566037735849,20,0.088868744623346,0,Q2,0
Atrial fibrillation,HEART,-0.3112365,8,0.08490566037735849,20,0.1181894406691882,0,Q2,0
Atrial fibrillation,HEART,0.8997273,11,0.08490566037735849,19,0.9804901213980608,0,Q4,1
Atrial fibrillation,HEART,2.9165049,4,0.08490566037735849,19,0.6138827791819529,0,Q4,1
Atrial fibrillation,HEART,-0.4570149,5,0.08490566037735849,19,1.0,0,Q2,0
Atrial fibrillation,HEART,0.3925583,11,0.08490566037735849,19,0.9706001567242653,0,Q4,0
Atrial fibrillation,HEART,-0.22836278,8,0.08490566037735849,19,0.1999089555258182,0,Q3,0
Atrial fibrillation,HEART,3.2688706,8,0.08490566037735849,18,0.1841266202546975,0,Q4,1
Atrial fibrillation,HEART,4.9777875,4,0.08490566037735849,18,0.7609545974783413,0,Q4,1
Atrial fibrillation,HEART,-0.5017231,10,0.08490566037735849,18,0.1224688967213046,0,Q1,0
Atrial fibrillation,HEART,-0.4113955,11,0.08490566037735849,18,0.7234889056935137,0,Q2,0
Atrial fibrillation,HEART,6.250958,1,0.08490566037735849,18,0.2640624448294353,1,Q4,1
Atrial fibrillation,HEART,-0.13176803,8,0.08490566037735849,17,0.141068406591387,0,Q3,0
Atrial fibrillation,HEART,-0.21891604,6,0.08490566037735849,17,0.1008390726778543,0,Q3,0
Atrial fibrillation,HEART,-0.21851891,9,0.08490566037735849,17,0.904450918346878,0,Q3,0
Atrial fibrillation,HEART,-0.21568455,5,0.08490566037735849,17,0.2511178141273678,0,Q3,0
Atrial fibrillation,HEART,-0.6239371,9,0.08490566037735849,17,0.3004922002717902,0,Q1,0
Atrial fibrillation,HEART,-0.37082008,8,0.08490566037735849,17,0.8247837042416504,0,Q2,0
Atrial fibrillation,HEART,-0.31356847,8,0.08490566037735849,17,0.3055721731496081,0,Q2,0
Atrial fibrillation,HEART,6.3342533,1,0.08490566037735849,17,0.7927757273648623,1,Q4,1
Atrial fibrillation,HEART,-0.4780049,10,0.08490566037735849,17,0.0336038967167399,0,Q1,0
Atrial fibrillation,HEART,0.10886957,2,0.08490566037735849,17,0.121186254050566,0,Q3,0
Atrial fibrillation,HEART,-0.5120227,11,0.08490566037735849,17,0.3728659615610958,0,Q1,0
Atrial fibrillation,HEART,-0.32518607,10,0.08490566037735849,17,0.852408934731641,0,Q2,0
Atrial fibrillation,HEART,1.6199658,7,0.08490566037735849,17,0.5050506664469523,0,Q4,1
Atrial fibrillation,HEART,0.21342754,8,0.08490566037735849,17,0.1104174473035059,0,Q3,0
Atrial fibrillation,HEART,1.7534751,7,0.08490566037735849,17,0.2056755564967317,0,Q4,1
Atrial fibrillation,HEART,4.1715755,2,0.08490566037735849,16,0.0573734837300854,0,Q4,1
Atrial fibrillation,HEART,-0.22014908,8,0.08490566037735849,16,0.4676621852143597,0,Q3,0
Atrial fibrillation,HEART,1.2395854,3,0.08490566037735849,16,1.0,0,Q4,1
Atrial fibrillation,HEART,0.12652548,5,0.08490566037735849,16,0.0094178809748288,0,Q3,0
Atrial fibrillation,HEART,-0.3692819,4,0.08490566037735849,16,0.9638951491173426,0,Q2,0
Atrial fibrillation,HEART,-0.28614333,3,0.08490566037735849,16,0.3329332169453337,0,Q2,0
Atrial fibrillation,HEART,-0.5204975,9,0.08490566037735849,16,0.8320510935894875,0,Q1,0
Atrial fibrillation,HEART,-0.5136839,11,0.08490566037735849,16,0.3194408430471241,0,Q1,0
Atrial fibrillation,HEART,-0.4797532,11,0.08490566037735849,16,0.1019647997335094,0,Q1,0
Atrial fibrillation,HEART,2.7693136,6,0.08490566037735849,16,0.1206261470951292,0,Q4,1
Atrial fibrillation,HEART,-0.4664647,5,0.08490566037735849,16,0.3164360902584665,0,Q2,0
Atrial fibrillation,HEART,-0.08587499,2,0.08490566037735849,16,1.0,0,Q3,0
Atrial fibrillation,HEART,-0.18502451,10,0.08490566037735849,16,0.1373731549843076,0,Q3,0
Atrial fibrillation,HEART,-0.49081942,2,0.08490566037735849,15,0.9752179224045484,0,Q1,0
Atrial fibrillation,HEART,0.415456,8,0.08490566037735849,15,0.2854681212319053,0,Q4,0
Atrial fibrillation,HEART,-0.02683108,3,0.08490566037735849,15,0.0960044190411494,0,Q3,0
Atrial fibrillation,HEART,-0.18170296,8,0.08490566037735849,15,0.188115999791121,0,Q3,0
Atrial fibrillation,HEART,0.21425167,2,0.08490566037735849,15,0.9879372368240316,0,Q3,0
Atrial fibrillation,HEART,-0.33229554,4,0.08490566037735849,15,0.9747554522512908,0,Q2,0
Heart rate,HEART,-0.6582553,8,0.08490566037735849,316,0.8290161398084582,0,Q1,0
Heart rate,HEART,-0.10253447,11,0.08490566037735849,162,0.9999999960339904,0,Q3,0
Heart rate,HEART,-0.634278,9,0.08490566037735849,156,0.8221229584998332,0,Q1,0
Heart rate,HEART,6.4965677,2,0.08490566037735849,129,0.3163965159462312,0,Q4,1
Heart rate,HEART,2.5838811,4,0.08490566037735849,117,0.9864297172715648,0,Q4,1
Heart rate,HEART,4.014566,4,0.08490566037735849,78,0.7428954687190382,0,Q4,1
Heart rate,HEART,-0.091580614,6,0.08490566037735849,78,0.9413509487994656,0,Q3,0
Heart rate,HEART,-0.3322845,2,0.08490566037735849,75,0.5609766070999607,0,Q2,0
Heart rate,HEART,-0.6455421,9,0.08490566037735849,73,0.222036609166141,0,Q1,0
Heart rate,HEART,-0.5063452,10,0.08490566037735849,68,0.1908301161906831,0,Q1,0
Heart rate,HEART,0.092847176,6,0.08490566037735849,65,0.1964742358237108,0,Q3,0
Heart rate,HEART,0.8199799,1,0.08490566037735849,64,0.482943421156304,1,Q4,1
Heart rate,HEART,3.046641,10,0.08490566037735849,62,0.3897345648461195,0,Q4,1
Heart rate,HEART,-0.018738303,3,0.08490566037735849,62,0.3091712110156662,0,Q3,0
Heart rate,HEART,-0.3861737,5,0.08490566037735849,58,0.1042150924647846,0,Q2,0
Heart rate,HEART,0.8997273,11,0.08490566037735849,54,0.9999824571801758,0,Q4,1
Heart rate,HEART,14.736772,8,0.08490566037735849,52,0.6972710139869568,0,Q4,1
Heart rate,HEART,0.5368281,1,0.08490566037735849,46,0.7994961108451343,1,Q4,0
Heart rate,HEART,-0.45724526,10,0.08490566037735849,44,0.1498477375207692,0,Q2,0
Heart rate,HEART,0.40374848,2,0.08490566037735849,40,0.0909687698501567,0,Q4,0
Heart rate,HEART,6.4644523,4,0.08490566037735849,40,0.649887370950448,0,Q4,1
Heart rate,HEART,-0.40402117,8,0.08490566037735849,37,0.2827539112179122,0,Q2,0
Heart rate,HEART,7.1574726,1,0.08490566037735849,37,0.7541405598754537,1,Q4,1
Heart rate,HEART,-0.44802618,11,0.08490566037735849,37,0.1375781181940493,0,Q2,0
Heart rate,HEART,1.4383999,1,0.08490566037735849,37,0.8993855355345588,1,Q4,1
Heart rate,HEART,-0.5989628,9,0.08490566037735849,37,0.0738903693997848,0,Q1,0
Heart rate,HEART,-0.33791593,6,0.08490566037735849,36,0.9999999973708232,0,Q2,0
Heart rate,HEART,-0.55191845,10,0.08490566037735849,36,0.1624347017803775,0,Q1,0
Heart rate,HEART,0.0330884,6,0.08490566037735849,35,0.6147616373972246,0,Q3,0
Heart rate,HEART,-0.4869089,5,0.08490566037735849,35,0.9986920409327052,0,Q1,0
Heart rate,HEART,-0.52486646,9,0.08490566037735849,35,0.4536930276456906,0,Q1,0
Heart rate,HEART,-0.4279904,10,0.08490566037735849,34,0.1842044971231355,0,Q2,0
Heart rate,HEART,-0.5884427,2,0.08490566037735849,31,0.9169271743550246,0,Q1,0
